"name","counts","id","artistart","song_names_list"
"Bastille",2,"7EQ0qTo7fWT7DPxmxtSYEc","https://i.scdn.co/image/ab6761610000e5eba2d481cc638c0edd452b4abd","1.Those Nights,2.No One's Here To Sleep"
"Brent Faiyaz",2,"3tlXnStJ1fFhdScmQeLpuG","https://i.scdn.co/image/ab6761610000e5ebe187dca750abfd3688836309","1.Trust,2.Crew"
"Brian McKnight",2,"6k0IBR0lU42s2GYpNX7kA9","https://i.scdn.co/image/ab6761610000e5ebccd9085c5dbc5f5a991ae59c","1.Back At One,2.Let It Snow"
"Cast Of The Motion Picture Rent",2,"4vLVxKPowMj14Ou1NNUxuc","https://i.scdn.co/image/ab67616d0000b2730f9f26bde0b241179863c808","1.Life Support,2.Finale B"
"CeCe Winans",2,"3qfrrrSO7utFdJkM2tvMRb","https://i.scdn.co/image/ab6761610000e5eb8ea16d73c1bdcb00510e4bea","1.Mercy Said No,2.Count On Me"
"Chase Atlantic",2,"7cYEt1pqMgXJdq00hAwVpT","https://i.scdn.co/image/ab6761610000e5eb5d10a5bb5f78cd7819cbfad7","1.Into It,2.Friends"
"Childish Gambino",2,"73sIBHcqh3Z3NyqHKZ7FOL","https://i.scdn.co/image/ab6761610000e5ebc3dc5429b676b16d451e5f77","1.Terrified,2.This Is America"
"Chlöe",2,"1FtBEIWAwvw5ymBen5GICR","https://i.scdn.co/image/ab6761610000e5eb1a2bd8d86e982d7e12fa0456","1.Have Mercy,2.Surprise"
"City Girls",2,"37hAfseJWi0G3Scife12Il","https://i.scdn.co/image/ab6761610000e5eb5d4891c63de9b0b74a4b7b9e","1.Period (We Live),2.Good Love"
"Commodores",2,"6twIAGnYuIT1pncMAsXnEm","https://i.scdn.co/image/ab6761610000e5eb21a213a4fe1a6f9b45d3f7f9","1.Easy,2.Easy"
"Conan Gray",2,"4Uc8Dsxct0oMqx0P6i60ea","https://i.scdn.co/image/ab6761610000e5ebc1c8fa15e08cb31eeb03b771","1.Family Line,2.Family Line"
"DeBarge",2,"6is2U7I1jlI8PjxNZOHIMV","https://i.scdn.co/image/ab67616d0000b2737a5a52177044460e8e5060ae","1.Stay With Me,2.I Like It"
"Descendants Cast",2,NA,NA,"1.Queen of Mean,2.Chillin' Like a Villain"
"DESTIN CONRAD",2,"4jwROPSUkTkohLCRiyjiZZ","https://i.scdn.co/image/ab6761610000e5eb92c1a9250391de17476e59c3","1.SAME MISTAKE,2.COLORWAY"
"Diddy",2,"59wfkuBoNyhDMQGCljbUbA","https://i.scdn.co/image/ab6761610000e5eb5065f82653e9ad00fdcafa42","1.Mo Money Mo Problems,2.Mo Money Mo Problems"
"DMX",2,"1HwM5zlC5qNWhJtM00yXzG","https://i.scdn.co/image/ab6772690000c46c3074f51af22630a1c86da016","1.Money, Power & Respect,2.More Money More Cash Moe Hoes"
"Dr. Dre",2,"6DPYiyq5kWVQS4RGwxzPC7","https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb","1.California Love ,2.Phone Tap"
"Dua Lipa",2,"6M2wZ9GZgrQXHCFfjv46we","https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d","1.Good In Bed,2.Levitating"
"Ed Sheeran",2,"6eUKZXaKkcviH0Ku9w2n3V","https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9","1.Perfect,2.Everything Has Changed (Taylor's Version)"
"Empire Cast",2,"7EjxNoVjXo7gL73F2EdXVA","https://i.scdn.co/image/ab6761610000e5eba5d3bb46f9efe3913ccda2cb","1.Home Is on the Way,2.Good Enough"
"Faith Evans",2,"5NDMothbpdpq2xHqSjrrWn","https://i.scdn.co/image/ab6761610000e5eb59b1c5df87253aa6bfd1f524","1.Kissing You,2.Soon as I Get Home"
"FLETCHER",2,"5qa31A9HySw3T7MKWI9bGg","https://i.scdn.co/image/ab6761610000e5ebc0c476d8fedef598522ee5ec","1.Cherry,2.Suckerpunch"
"Floetry",2,"0un6YenPxWZ2VW4aFGMupM","https://i.scdn.co/image/b5c91aa847395f85fc88af0b443671abf36be929","1.Say Yes,2.Say Yes"
"French Montana",2,"6vXTefBL93Dj5IqAWq6OTv","https://i.scdn.co/image/ab6761610000e5eb7b75b0e84293bf1ccf24a39c","1.#icanteven,2.Stay Schemin"
"Fugees",2,"2WKdxPFRD7IqZvlIAvhMgY","https://i.scdn.co/image/dd757e1fca99ac0a3da9aa6c2969bc696cc672ce","1.Ready or Not,2.Ready or Not"
"Galimatias",2,"0tOrKkXIn3VYyVHFEPG6Xd","https://i.scdn.co/image/ab6761610000e5ebb553e219f635b43e63d4e9ac","1.Can I,2.Fantasy"
"GloRilla",2,"2qoQgPAilErOKCwE2Y8wOG","https://i.scdn.co/image/ab6761610000e5eb48f4784bc593770915aa192b","1.Tomorrow 2,2.Tomorrow 2"
"Gucci Mane",2,"13y7CgLHjMVRMDqxdx0Xdo","https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428","1.Wake Up in the Sky,2.Like That"
"Hands Like Houses",2,"0u3d5PM2FuEuG5QuUdt8mT","https://i.scdn.co/image/ab6761610000e5eb1941886558fbe0c7cd3633c7","1.Torn,2.reflect (Developments)"
"Ice Cube",2,"3Mcii5XWf6E0lrY3Uky4cA","https://i.scdn.co/image/ab6761610000e5eb650e79afafd00492e33d7b8c","1.No Vaseline,2.It Was A Good Day"
"Idina Menzel",2,"73Np75Wv2tju61Eo9Zw4IR","https://i.scdn.co/image/ab6761610000e5eb163f66fedf73f7d1759cea61","1.Here I Go,2.Let it Go"
"Jessie Reyez",2,"3KedxarmBCyFBevnqQHy3P","https://i.scdn.co/image/ab6761610000e5eb9e801308a8c99d52a7f14374","1.Imported,2.Body Count (Remix)"
"Jimmie Davis",2,"0ow3Ac8tlahUoDVXbRuaRy","https://i.scdn.co/image/ab6772690000c46c6a62b3ed4a66784c09ee2e8d","1.You Are My Sunshine,2.You Are My Sunshine"
"Joe",2,"3zTOe1BtyTkwNvYZOxXktX","https://i.scdn.co/image/ab6761610000e5eb56910dd36ced0f6f3fbecacd","1.Still Not a Player,2.Big Rich Town"
"Jucee Froot",2,"7BtDOCA9U1krM87JITg6bF","https://i.scdn.co/image/ab6761610000e5ebb077632255bc2eb229722bee","1.Down in the Valley,2.Down in the Valley"
"Justin Timberlake",2,"31TPClRtHm23RisEBtV3X7","https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e","1.Until The End of Time,2.SexyBack"
"Katy Perry",2,"6jJ0s89eD6GaHleKKya26X","https://i.scdn.co/image/ab6761610000e5eb5e5f676a99a81dba06cc3db6","1.365,2.I Kissed A Girl"
"KAYTRANADA",2,"6qgnBH6iDM91ipVXv28OMu","https://i.scdn.co/image/ab6761610000e5eba42067a57658919c936d932a","1.Girl,2.Girl"
"Kenny Lattimore",2,"1UjTUqWfGkof4L5HO5NmzP","https://i.scdn.co/image/ab6761610000e5eb3bebfa3d179518f77464082c","1.For You,2.For You"
"Laura Mvula",2,"0Dy94lW3txJhWQHqNXP1BT","https://i.scdn.co/image/ab6761610000e5eb9b17e61961fe300abe548391","1.She,2.Show Me Love"
"Leslie Odom Jr.",2,"3cR4rhS2hBWqI7rJEBacvN","https://i.scdn.co/image/ab6761610000e5eb446b2d505542a9424dfdfb16","1.I'll Be Home For Christmas,2.I'll Be Home For Christmas"
"Lil Baby",2,"5f7VJjfbwm532GiveGC0ZK","https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c","1.Girls Want Girls,2.Emotionally Scarred"
"Lil Durk",2,"3hcs9uc56yIGFCSy9leWe7","https://i.scdn.co/image/ab6761610000e5eb09791422702c3fa9780468d4","1.Chronicles,2.All My Life"
"Lil Jon",2,"7sfl4Xt5KmfyDs2T3SVSMK","https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95","1.Get Low,2.Yeah!,3.Salt Shaker,4.Girlfight"
"Lil Jon & The East Side Boyz",2,"3ciRvbBIVz9fBoPbtSYq4x","https://i.scdn.co/image/aafc4156598fa9f8f052ec5687e648ba9120f07e","1.Get Low,2.Salt Shaker"
"Majid Jordan",2,"4HzKw8XcD0piJmDrrPRCYk","https://i.scdn.co/image/ab6761610000e5eb7e858a6cb72979b727b5484b","1.Waiting For You"
"Mario",2,"20s0P9QLxGqKuCsGwFsp7w","https://i.scdn.co/image/ab6761610000e5eb09e3445cef22163eb8d45371","1.Just a Friend,2.I Don't Wanna Know,3.Music For Love"
"Marvin Gaye",2,"3koiLjNrgRTNbOwViDipeA","https://i.scdn.co/image/cf79bd3e5c787e2ec152eeb1ea5538b0d4cf1434","1.I Want You ,2.Inner City Blues (Make Me Wanna Holler)"
"Mase",2,"1wiBLzTI7z9RUwEpNPdFT6","https://i.scdn.co/image/80b9f130819e4e6f6783805f30d1ce148b75a50e","1.Mo Money Mo Problems,2.Mo Money Mo Problems"
"Mooski",2,"4NqH3V7GS0Igs1VyGMXEi8","https://i.scdn.co/image/ab6761610000e5eb667021719b1ef2f05379d992","1.Track Star,2.Track Star"
"Mýa",2,"6lHL3ubAMgSasKjNqKb8HF","https://i.scdn.co/image/ab6761610000e5ebfdc389563fdfb51527f4603d","1.Best Of Me (Part 2),2.Best Of Me (Part 2)"
"Next",2,"2MGT7CYlixSPxAnnkhLpaA","https://i.scdn.co/image/ab6761610000e5ebb58f9f8c32588c5bfe4388b8","1.Wifey,2.Butta Love"
"Nina Simone",2,"7G1GBhoKtEPnP86X2PvEYO","https://i.scdn.co/image/ab6761610000e5eb136c51c848c26a6cce7f9e56","1.I Put A Spell On You,2.Blackbird"
"P-Valley",2,NA,NA,"1.Down in the Valley,2.Down in the Valley"
"PARTYNEXTDOOR",2,"2HPaUgqeutzr3jx5a9WyDV","https://i.scdn.co/image/ab6761610000e5eb957320981e31e862bc2fb844","1.Thirsty,2.R e s e n t m e n t"
"Pharrell Williams",2,"2RdwBSPQiwcmiDo9kixcl8","https://i.scdn.co/image/ab6761610000e5ebf0789cd783c20985ec3deb4e","1.Blurred Lines,2.Drop It Like It's Hot"
"Prince",2,"5a2EaR3hamoenG9rDuVn8j","https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640","1.When Doves Cry,2.The Most Beautiful Girl In the World"
"PVRIS",2,"6oFs3qk4VepIVFdoD4jmsy","https://i.scdn.co/image/ab6761610000e5ebcb455882a724905a59af80f0","1.You and I,2.Anyone Else"
"Randy Newman",2,"3HQyFCFFfJO3KKBlUfZsyW","https://i.scdn.co/image/ab6772690000c46c7769ba2212918a4bf57e6304","1.You've Got a Friend in Me,2.You've Got a Friend in Me"
"Rick James",2,"0FrpdcVlJQqibaz5HfBUrL","https://i.scdn.co/image/e6c035ae9b2a8dd5cf6a3c5f4a0b274d5ff2a605","1.Super Freak,2.Fire And Desire"
"Robin Thicke",2,"0ZrpamOxcZybMHGg1AYtHP","https://i.scdn.co/image/ab6761610000e5eb02582bb3fa9d68f44a247f39","1.Morning Sun,2.Blurred Lines"
"Sara Bareilles",2,"2Sqr0DXoaYABbjBo9HaMkM","https://i.scdn.co/image/ab6761610000e5eb0bae7cfd3b32b10154e0b8b3","1.Gravity ,2.Miss Simone"
"Shalamar",2,"3REpOYo13YkVj1dFzda12A","https://i.scdn.co/image/ab6761610000e5ebe990ef16b45f31afd237632e","1.The Second Time Around,2.The Second Time Around"
"Shawnna",2,"4gpDA7R5796e6zbvZxGNga","https://i.scdn.co/image/57d356043734e04ddfec4742fad549796323c56a","1.Stand Up,2.Rollercoaster"
"Sia",2,"5WUlDfRSoLAfcVSX1WnrxN","https://i.scdn.co/image/ab6761610000e5eb7c997fe6951bc0926f09ba38","1.Unstoppable,2.Snowflake"
"Sofia Carson",2,"7bp2lSdh12wcA8LyB1srfJ","https://i.scdn.co/image/ab6761610000e5eba26cb5b1e204b1049ec4d6cb","1.I Hate the Way,2.I Didn't Know"
"Super Simple Songs",2,"7CdGfkCRgPhElnqy3HPJ4a","https://i.scdn.co/image/ab6761610000e5eb47e877323b9ed3e02aad1499","1.Twinkle Twinkle Little Star,2.Twinkle Twinkle Little Star"
"Tems",2,"687cZJR45JO7jhk1LHIbgq","https://i.scdn.co/image/ab6761610000e5eb22d7d6f8981c7a27bf68a382","1.Essence,2.MOVE"
"Tevin Campbell",2,"5VfqJBmXcf6ZqXoGij5qTE","https://i.scdn.co/image/ab6761610000e5ebdad32586d5d8f0550dc639b9","1.Can We Talk,2.Can We Talk"
"Teyana Taylor",2,"4ULO7IGI3M2bo0Ap7B9h8a","https://i.scdn.co/image/ab6761610000e5eb8dabeabefec7df1a02e7d61b","1.Morning ,2.Maybe"
"The Golden Gospel",2,"65yIVN0wtLFbKnDXkUtlbP","https://i.scdn.co/image/ab67616d0000b27324c8fb2176ac506919bd1663","1.Amazing Grace,2.Amazing Grace"
"The Isley Brothers",2,"53QzNeFpzAaXYnrDBbDrIp","https://i.scdn.co/image/ab6761610000e5eb6a73ed54b07cd71d3b1f4789","1.Between the Sheets,2.Footsteps in the Dark, Pts. 1 & 2"
"Timbaland",2,"5Y5TRrQiqgUO4S36tzjIRZ","https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b","1.Smile,2.SexyBack"
"Tinashe",2,"0NIIxcxNHmOoyBx03SfTCD","https://i.scdn.co/image/ab6761610000e5eba669f860c74c9007934d2cb6","1.Love Reggae,2.Nasty"
"Tom Misch",2,"1uiEZYehlNivdK3iQyAbye","https://i.scdn.co/image/ab6761610000e5eb516a63a0cb7adbfff5a61d7f","1.Nightrider"
"Tone Stith",2,"756t7CBmWLNYsshVtS6P44","https://i.scdn.co/image/ab6761610000e5ebdcf9d3a38021053bf0451379","1.Devotion,2.Smoking In The Park (Paradise)"
"Ty Dolla $ign",2,"7c0XG5cIJTrrAgEC3ULPiq","https://i.scdn.co/image/ab6761610000e5eb24b3c0f33bc5e3f6a53f84d7","."
"V.I.C.",2,"49mHZzhcsoQB1JXWv8Q9gU","https://i.scdn.co/image/ab6761610000e5ebc4c59848b383be447561f493","1.Wobble,2.Wobble"
"Wyclef Jean",2,"7aBzpmFXB4WWpPl2F7RjBe","https://i.scdn.co/image/ab6761610000e5ebad53e714cc3481bd069bfc93","1.Ready or Not,2.Ready or Not"
"Ying Yang Twins",2,"44PA0rCQXikgOWbfY7Fq7m","https://i.scdn.co/image/8a522c7faa13cf4321ca6bea075fd97f75f40cfe","1.Get Low,2.Salt Shaker"
"Yo Trane",2,"4W49e48G0gg1pucAN6JiGH","https://i.scdn.co/image/ab6761610000e5eb4e2a9c7ea303a14921c57f84","1.Late Night Drive,2.Late Night Drive"
"Yuna",2,"3kHVioJpVxlazAAKQ64pC1","https://i.scdn.co/image/ab6761610000e5eb332583960ae0f0a1aa243dea","1.Crush,2.Talk About It"
"ZAYN",2,"5ZsFI1h6hIdQRw2ti0hz81","https://i.scdn.co/image/ab6761610000e5eb7a1fba1bb3618ef71355f82a","1.PILLOWTALK,2.TiO"
"*NSYNC",1,"6Ff53KvcvAj5U7Z1vojB5o","https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1","1.Bye Bye Bye"
"2 Chainz",1,"17lzZA2AlOHwCwFALHttmp","https://i.scdn.co/image/ab6761610000e5ebf556662d187b9191c421be1c","1.Bandz A Make Her Dance"
"2 LIVE CREW",1,"58Dx4HPzeOO3dbpD9YYEes","https://i.scdn.co/image/ab6761610000e5eb0270a9d17a7b6b629923f4e2","1.Me So Horny"
"21 Savage",1,"1URnnhqYAYcrqrcwql10ft","https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2","1.Pull Up N Wreck "
"2CELLOS",1,"6Fi8CHfO8WGtu3yO8c2Mc4","https://i.scdn.co/image/ab6761610000e5eb0d3a1c0e7f2e2664774ac4cd","1.Smooth Criminal"
"5 Seconds of Summer",1,"5Rl15oVamLq7FbSb0NNBNy","https://i.scdn.co/image/ab6761610000e5eb5048d9616b459ef90f04b6d8","1.COMPLETE MESS"
"A Great Big World",1,"5xKp3UyavIBUsGy3DQdXeF","https://i.scdn.co/image/ab6761610000e5eb46416642da7b30327821d26e","1.Say Something"
"Adria Kain",1,"2egizXtrbzmhjs0SgViG8y","https://i.scdn.co/image/ab6761610000e5ebe0dd31d589a99431954c5365","1.Melt Into You"
"After 7",1,"4UPcJIhr5K5fPsm4itqT7E","https://i.scdn.co/image/ab6761610000e5ebb70581b8741ad55b0da72c89","1.Ready Or Not"
"Alec Beretz",1,"5Y4BPlrFiEr84RdmPaEOCf","https://i.scdn.co/image/ab6761610000e5eb60cce65deb253a0717577bd5","1.Lazarus"
"Alex Isley",1,"7E2ioKxoxI2J94tUkIx6As","https://i.scdn.co/image/ab6761610000e5ebd95a23b8b9a00773192e5ce5","1.SAME MISTAKE"
"Alicks",1,"60J5TDNg9Xxp9zxDXpBOjM","https://i.scdn.co/image/ab6761610000e5eb41775092521df61f748abe0a","1.Melt Away"
"Amber Run",1,"0MmnmsAuQKRFpo6vJElcaU","https://i.scdn.co/image/ab6761610000e5eb2e4e17cad52332ef56650798","1.I Found"
"Amel Larrieux",1,"4hVcxmC7igpot32EzQf7IR","https://i.scdn.co/image/693317e45d8b5e19006d6460404c17de22e114b5","1.Make Me Whole"
"Anderson.Paak",1,NA,NA,"1.Love's Train"
"André 3000",1,"74V3dE1a51skRkdII8y2C6","https://i.scdn.co/image/ab6761610000e5eb1984263efe557e8116f0780a","1.Party"
"Anthony Hamilton",1,"2DzRMyWgjuMbYvt5BLbpCo","https://i.scdn.co/image/ab6761610000e5eb1e5b3ab2f2ea0676590587ab","1.The Point Of It All"
"Anthony Ramos",1,"660YptcR0hNHJ8iEr1qcse","https://i.scdn.co/image/ab6761610000e5eb5e7e0deeb6b99d1b756763bf","1.Lose My Mind"
"Asiahn",1,"1mKtlPrXjWK6oIdk9cSOjs","https://i.scdn.co/image/ab6761610000e5eb2b1596d055916adee233421d","1.Drip"
"AURORA",1,"1WgXqy2Dd70QQOU7Ay074N","https://i.scdn.co/image/ab6761610000e5ebeefc6f13cec94fe613a6c1c8","1.Blood In The Wine"
"Avant",1,"0AunegKKH2ys98aLxq8G1A","https://i.scdn.co/image/ab6761610000e5eb1259e5ee3f75361debe3fd4d","1.My First Love"
"Avril Lavigne",1,"0p4nmQO2msCgU4IF37Wi3j","https://i.scdn.co/image/ab6761610000e5eb5c3349ddba6b8e064c1bab16","1.Girlfriend"
"AZ",1,"7HqrSDuI9lHuH1CDismTFg","https://i.scdn.co/image/ab6761610000e5eb6de585ce055095290e66eaef","1.Phone Tap"
"B.o.B",1,"5ndkK3dpZLKtBklKjxNQwT","https://i.scdn.co/image/ab6761610000e5eba0f6617187248f1488822905","1.Up Down (Do This All Day)"
"Bad Suns",1,"0YhUSm86okLWldQVwJkLlP","https://i.scdn.co/image/ab6761610000e5eb6546fcc3aaa8b8ba08ae5f32","1.Baby Blue Shades"
"Barnes Blvd.",1,"1sWWXO9dckUfAgKYJLZ8Nc","https://i.scdn.co/image/ab67616d0000b273ebbf10e24a96084b90835c81","1.Love from NGC 7318"
"Barney",1,"4rB5wLJLaXdMrXaYsOYLmK","https://i.scdn.co/image/ab6761610000e5eb9ca4a522f389c9b7e0f6c847","1.Clean Up"
"Beanie Sigel",1,"0tCtGc5vt29zFZp6KXzN50","https://i.scdn.co/image/2b2362d5b249e25e9407def35523332fa702eff1","1.More Money More Cash Moe Hoes"
"Bee Gees",1,"1LZEQNv7sE11VDY3SdxQeN","https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620","1.Stayin Alive"
"Belinda Carlisle",1,"7xkAwz0bQTGDSbkofyQt3U","https://i.scdn.co/image/ab6761610000e5eb5b8aa1f522a5ac2df6972bcd","1.Heaven Is A Place On Earth"
"Big Boi",1,"2ht3wxeT69CzyKFChNnNAB","https://i.scdn.co/image/ab6761610000e5eb7f3c0dffb5229c8734ff60b2","1.Girlfight"
"Big Freedia",1,"2gyv1akuIB9fQvXoGSPaJr","https://i.scdn.co/image/ab6761610000e5ebda286204ffc16743f0a161ae","1.Jingle Bell Rock"
"Big K.R.I.T.",1,"0CKa42Jqrc9fSFbDjePaXP","https://i.scdn.co/image/ab6761610000e5eb4d26b2de239ec5c293ad1abc","1.Country Sh*t (Remix)"
"Big Pun",1,"2Xu7q46Hf02xOoEIm4E1Qs","https://i.scdn.co/image/ab6761610000e5eb4dd28760ce53bdbc747fd598","1.Still Not a Player"
"Big Sean",1,"0c173mlxpT3dSFRgMO8XPh","https://i.scdn.co/image/ab6761610000e5eb3d5b14b45d4c3d10d23b03ff","1.Pull Up N Wreck "
"Billie Eilish",1,"6qqNVTkY8uBg9cP3Jd7DAH","https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da","1.lovely"
"Billie Holiday",1,"1YzCsTRb22dQkh9lghPIrp","https://i.scdn.co/image/4efa6b6871a0f672b78b3d16fd5a03c6cd212d58","1.Summertime"
"Biz Markie",1,"22282KfMxDo2PMjnBc82I4","https://i.scdn.co/image/fb9816f075a073e0ac0be700ca8bbc558bdc9e4a","1.Just a Friend"
"blackbear",1,"2cFrymmkijnjDg9SS92EPM","https://i.scdn.co/image/ab6761610000e5eb4f7d049994ac00ed885bfbf2","1.hell is where i dreamt of u and woke up alone"
"BLACKPINK",1,"41MozSoPIsD1dJM0CLPjZF","https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c","1.Ice Cream"
"Blackstreet",1,"2P3cjUru4H3fhSXXNxE9kA","https://i.scdn.co/image/ab6761610000e5ebf6fc18d6914f00397161ba3a","1.The City Is Mine"
"Blossoms",1,"22RISwgVJyZu9lpqAcv1F5","https://i.scdn.co/image/ab6761610000e5eb018b1883b783a647028054b5","1.How Long Will This Last?"
"Bluey",1,"6ca3AFdIIgaP4ZIW8J6zXu","https://i.scdn.co/image/ab6761610000e5ebf4104b24eeddd34326f8376a","1.Bluey Theme Tune"
"Bob Dylan",1,"74ASZWbe4lXaubB36ztrGX","https://i.scdn.co/image/ab6772690000c46cd7064356b04a156664a37c4f","1.Dark Eyes"
"Bob Marley & The Wailers",1,"2QsynagSdAqZj3U9HgDzjD","https://i.scdn.co/image/b5aae2067db80f694a980e596e7f49618c1206c9","1.Could You Be Loved"
"Bobby Helms",1,"38EmEgXkgK51MT2tPY0EoC","https://i.scdn.co/image/ab6761610000e5ebbec4ae689dc30a2b59a19038","1.Jingle Bell Rock"
"Bobby V.",1,"4HgF4KnohByNElYid7iCNb","https://i.scdn.co/image/ab6761610000e5ebcf100186c3b280c3fd7c731e","1.Mrs. Officer"
"Bone Thugs-N-Harmony",1,"5spEJXLwD1sKUdC2bnOHPg","https://i.scdn.co/image/ab6761610000e5ebb60f40ed17d0ef8d1a630c00","1.Notorious Thugs"
"Bonobo",1,"0cmWgDlu9CwTgxPhf403hb","https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a","1.Shadows"
"BØRNS",1,"1KP6TWI40m7p3QBTU6u2xo","https://i.scdn.co/image/ab6761610000e5ebd7958f2550c9fa80ad9028e2","1.Electric Love"
"Bow Wow",1,"7352aRY2mqSxBZwzUb6LmA","https://i.scdn.co/image/f67a804bc8323d2b5bf616926561a072649f15e4","1.Shortie Like Mine "
"Brian Wilson",1,"4Q82S0VzF8qlCb4PnSDurj","https://i.scdn.co/image/a832eaa4d4ff006a419610c2c5d37140efa00225","1.Dirty Computer"
"Bright Eyes",1,"5o206eFLx38glA2bb4zqIU","https://i.scdn.co/image/ab6761610000e5ebdc72347cdd352dfb5739f4c8","1.First Day of My Life"
"Brook Benton",1,"2ttm3uT0N1RN7vwKv1pQgh","https://i.scdn.co/image/4ada684f556acdc024c09dac0e172d92a3f94a5a","1.Baby, You've Got What It Takes"
"Brooke Valentine",1,"0yqDXjskTQI1nj9bH6W9Ze","https://i.scdn.co/image/ab6761610000e5eb521b23371064b236be38f0e0","1.Girlfight"
"BTS",1,"3Nrfpe0tUJi4K4DXYWgMUX","https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a","1.Butter"
"Bun B",1,"45a6gCQWq61lIUDmr1tKuO","https://i.scdn.co/image/ffecc1334ae47af66883410d7bd7ff66cff5b4e0","1.Country Sh*t (Remix)"
"Busta Rhymes",1,"1YfEcTuGvBQ8xSD1f53UnK","https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3","1.Don't Cha"
"Cameo",1,"545idYhdloaSlLGBY8E9u2","https://i.scdn.co/image/ab6761610000e5eb6945dad7c71ec94838ba1836","1.Candy"
"Camila Cabello",1,"4nDoRrQiYLoBzwC5BhVJzF","https://i.scdn.co/image/ab6761610000e5eb76470faf6330235edbcb90a9","1.All These Years"
"Carlos Santana",1,"0MsXN56oNCyqorqEPViWgQ","https://i.scdn.co/image/e1bfc98896b3638caa59ef227d52fb1a2208375d","1.To Zion"
"Carpenters",1,"1eEfMU2AhEo7XnKgL7c304","https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a","1.(They Long To Be) Close To You"
"Cartoon",1,"2sf28o6euxEDpYkG9dMtuM","https://i.scdn.co/image/ab6761610000e5ebedae9400f938bd85f5c08cb7","1.Why We Lose"
"Case",1,"5aEWnrN8h3MhuFUPRfaVuy","https://i.scdn.co/image/ab6761610000e5eb1c5bbf90b6a8b983d3ea2ebc","1.Happily Ever After"
"Cautious Clay",1,"6iWuBN32BqCJAeXW6o3nil","https://i.scdn.co/image/ab6761610000e5ebc7753cc598467721450ab3f2","1.Wildfire "
"Chamillionaire",1,"6vdMPayKk8YJxxeNP5oMCb","https://i.scdn.co/image/9837f337431ea4a73bf699e24c4d588028bb0fce","1.Ridin'"
"Charlie Wilson",1,"6CxZzQFUTM6AzgluGwtq5w","https://i.scdn.co/image/ab6761610000e5ebb1c55850b10bbbfa9f227236","1.You Are"
"Charlotte Sands",1,"2cAXhrWAztXGwk6r15ibW2","https://i.scdn.co/image/ab6761610000e5eb35ad4c89ab80352cdc6e218a","1.Dress"
"Chasing Grace",1,"5M6D2PqxdnZMVMCb1jNOTp","https://i.scdn.co/image/ab67616d0000b27314a73fb86ede10da65f37aea","1.Certain Things"
"Cheryl Lynn",1,"6UfoTQXaV3DuqtDVjZIxwZ","https://i.scdn.co/image/eb8be14e43cabaeed524a213d84e5f885b4269b3","1.If This World Were Mine"
"Chloe x Halle",1,"0AsThoR4KZSVktALiNcQwW","https://i.scdn.co/image/ab6761610000e5eb4cbd241d2beae9e18d224fd4","1.Wonder What She Thinks of Me"
"Chris Isaak",1,"7290H8m1Dwt8G7jm1y9CQx","https://i.scdn.co/image/ab6761610000e5ebf0026b72dcfa06ef8fd3c49b","1.Wicked Game"
"Christina Aguilera",1,"1l7ZsJRRS8wlW3WfJfPfNS","https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779","1.Say Something"
"Citizen Queen",1,"2z7BqfKvVlkr8KVAOTBKcz","https://i.scdn.co/image/ab6761610000e5eb135011225be867d3ca1d38a3","1.XO"
"CKay",1,"048LktY5zMnakWq7PTtFrz","https://i.scdn.co/image/ab6761610000e5eb6bc8c6ddd810306da5659254","1.love nwantiti (ah ah ah)"
"Coleman Trapp",1,"3GI8jWO0jwqs0qX3OtlbqY","https://i.scdn.co/image/ab6761610000e5eb459f544cdbb0ae6fba3a6ef2","1.Why We Lose"
"Cordae",1,"0huGjMyP507tBCARyzSkrv","https://i.scdn.co/image/ab6761610000e5eb7aca2efaa0fdb91c4df7c06c","1.Chronicles"
"Corinne Bailey Rae",1,"29WzbAQtDnBJF09es0uddn","https://i.scdn.co/image/ab6761610000e5ebdcb57d08016c41fca3e221ab","1.Like A Star"
"Countess Vaughn",1,NA,NA,"1.Let Me Call You Sweetheart"
